;Adj Close;Adj Close;Adj Close;Adj Close;Adj Close;Adj Close;Adj Close;Adj Close;Adj Close;Adj Close;Adj Close;Volume;Volume;Volume;Volume;Volume;Volume;Volume;Volume;Volume;Volume;Volume
;CAT;F;INTC;JPM;MKC;MSFT;NKE;UPS;WMT;XOM;^IRX;CAT;F;INTC;JPM;MKC;MSFT;NKE;UPS;WMT;XOM;^IRX
Date;;;;;;;;;;;;;;;;;;;;;;
2000-12;13.426957130432129;12.510590553283691;17.97237205505371;23.754150390625;5.809333324432373;13.602910041809082;5.512079238891602;33.70949935913086;35.416011810302734;21.869665145874023;5.730000019073486;79328600.0;116791300.0;1120692200.0;200159000.0;9706000.0;2056668200.0;242557600.0;31549600.0;172787800.0;246466000.0;0.0
2001-01;12.54932975769043;15.047398567199707;22.119842529296875;28.748071670532227;5.904670715332031;19.149921417236328;5.440067768096924;35.51692199707031;37.91337203979492;21.168453216552734;4.840000152587891;100271800.0;126191800.0;1211434900.0;247102800.0;11913600.0;2005531200.0;307727200.0;32679300.0;179925700.0;311749600.0;0.0
2001-02;11.895666122436523;15.004972457885742;17.07561492919922;24.57196044921875;6.366353511810303;18.503093719482422;3.859769582748413;32.43572235107422;33.43452835083008;20.388628005981445;4.71999979019165;54466000.0;90557300.0;909408600.0;154547500.0;11599600.0;1536895600.0;310156800.0;18528800.0;136950200.0;202850800.0;0.0
2001-03;12.690614700317383;15.172234535217285;15.739311218261719;23.64510726928711;6.802121639251709;17.150650024414062;3.9903061389923096;32.7536735534668;33.70819854736328;20.48291015625;4.179999828338623;99983000.0;131030200.0;1421494900.0;204257600.0;18193600.0;1895349800.0;227849600.0;23005000.0;169447700.0;277832200.0;0.0
2001-04;14.35486888885498;15.90602970123291;18.48939323425293;25.2670841217041;6.397515773773193;21.2471981048584;4.141491889953613;33.07025909423828;34.5864372253418;22.404762268066406;3.8299999237060547;90777200.0;113711700.0;1232602500.0;167154700.0;12639200.0;2075807000.0;198206400.0;24133300.0;149743600.0;265479800.0;0.0
2001-05;15.596696853637695;13.272592544555664;16.156536102294922;26.096525192260742;6.5765838623046875;21.695659637451172;4.071163177490234;34.22154235839844;34.59312438964844;22.442697525024414;3.5399999618530273;105511600.0;145986800.0;966714700.0;149322200.0;17928400.0;1777305800.0;202687200.0;27980500.0;146569900.0;256474800.0;0.0
2001-06;14.413117408752441;13.381614685058594;17.507396697998047;23.611644744873047;6.840299129486084;22.89366340637207;4.159322738647461;33.378875732421875;32.621158599853516;22.19753074645996;3.559999942779541;92980200.0;118509600.0;1008249200.0;157719500.0;12656400.0;1449177800.0;221994400.0;21233100.0;122370700.0;249846400.0;0.0
2001-07;15.867385864257812;13.883082389831543;17.84258270263672;22.99041175842285;6.982385158538818;20.757965087890625;4.7168288230896;32.81869888305664;37.42087936401367;21.229022979736328;3.440000057220459;96153000.0;84425600.0;965577600.0;131864500.0;12342400.0;1455201000.0;198777600.0;15583900.0;154027100.0;225712600.0;0.0
2001-08;14.493451118469238;10.830653190612793;16.735275268554688;21.076143264770508;7.392923355102539;17.891551971435547;4.959859848022461;31.89472007751465;32.165889739990234;20.410558700561523;3.2799999713897705;89029600.0;131204300.0;951559900.0;135245300.0;11084800.0;1153896400.0;186447200.0;15824400.0;151455300.0;190175200.0;0.0
2001-09;12.986130714416504;9.569782257080078;12.241849899291992;18.26778221130371;7.491059303283691;16.04751205444336;4.643421173095703;30.12095069885254;33.13654327392578;20.14159393310547;2.299999952316284;86049000.0;129333500.0;1066764600.0;175067700.0;15087200.0;1510824400.0;242140800.0;32051500.0;174327700.0;194900700.0;0.0
2001-10;12.962944030761719;8.852737426757812;14.625543594360352;18.915050506591797;7.19111967086792;18.23653221130371;4.9024224281311035;29.553056716918945;34.46165084838867;20.16716194152832;2.009999990463257;93458800.0;126336100.0;1237428800.0;205630000.0;15485600.0;1750891000.0;247352800.0;27136800.0;187933400.0;225004000.0;0.0
2001-11;13.848892211914062;10.545333862304688;19.560623168945312;20.375471115112305;7.066227436065674;20.13701057434082;5.262950897216797;32.577911376953125;36.97587585449219;19.119171142578125;1.7300000190734863;78951800.0;110822200.0;1113379500.0;150775700.0;10805600.0;1330968600.0;179064000.0;26741700.0;158067900.0;241588300.0;0.0
2001-12;15.259481430053711;8.752518653869629;18.850261688232422;19.63542366027832;6.896962642669678;20.776779174804688;5.585740566253662;31.69189453125;38.5849723815918;20.208240509033203;1.6699999570846558;60542600.0;144339500.0;851932500.0;180358700.0;15154000.0;977089000.0;308527200.0;24092500.0;135601900.0;239401800.0;0.0
2002-01;14.684147834777832;8.518671989440918;21.00200843811035;18.393024444580078;7.299294948577881;19.980209350585938;5.9568023681640625;33.424781799316406;40.26472854614258;20.079683303833008;1.7200000286102295;77160000.0;344648200.0;1104847100.0;225098800.0;16976400.0;1360115800.0;256148800.0;31239900.0;150831500.0;199811900.0;0.0
2002-02;16.33057403564453;8.34192180633545;17.112077713012695;15.949352264404297;8.091980934143066;18.296112060546875;5.852402210235596;34.27377700805664;41.627471923828125;21.23663902282715;1.7200000286102295;80121800.0;180655600.0;958632000.0;285216300.0;17069600.0;1131159200.0;171968000.0;29724200.0;151688900.0;201045400.0;0.0
2002-03;16.72479820251465;9.244510650634766;18.237646102905273;19.439123153686523;8.443734169006348;18.913928985595703;5.966742515563965;35.47403335571289;41.15085220336914;22.671552658081055;1.7400000095367432;98922000.0;203611100.0;923979300.0;211048800.0;18389200.0;1073244200.0;258675200.0;36214200.0;151343400.0;220308800.0;0.0
2002-04;16.068750381469727;8.969809532165527;17.15813446044922;19.139223098754883;8.504743576049805;16.38934898376465;5.307805061340332;35.03062057495117;37.543331146240234;20.778371810913086;1.7300000190734863;92976600.0;159584500.0;977552800.0;189633900.0;14702400.0;1417479400.0;276537600.0;31497800.0;173902500.0;241394100.0;0.0
2002-05;15.474462509155273;9.894824981689453;16.564407348632812;19.793304443359375;8.710393905639648;15.965975761413574;5.349606990814209;35.228981018066406;36.36043930053711;20.654239654541016;1.7050000429153442;82261200.0;181075200.0;976795600.0;150664200.0;12508200.0;1420266200.0;227011200.0;28508700.0;174180400.0;214574500.0;0.0
2002-06;14.491581916809082;9.026223182678223;10.964848518371582;18.67561912536621;8.54123306274414;17.15456771850586;5.339653968811035;36.146217346191406;36.97205352783203;21.288711547851562;1.659000039100647;83337800.0;149817300.0;1334010600.0;177232000.0;15017000.0;1834073000.0;284765600.0;46838700.0;198082500.0;234310800.0;0.0
2002-07;13.233379364013672;7.598954200744629;11.276931762695312;13.742438316345215;7.577252388000488;15.047093391418457;4.911561489105225;38.24767303466797;33.096126556396484;19.12445640563965;1.6649999618530273;113194600.0;235272400.0;1507029200.0;350909700.0;19779800.0;2432188000.0;339646400.0;249645200.0;256873400.0;419930100.0;0.0
2002-08;13.024970054626465;6.690601348876953;10.004599571228027;14.694591522216797;7.710480690002441;15.392073631286621;4.30272102355957;37.41060256958008;35.98984909057617;18.442930221557617;1.6449999809265137;87458600.0;200953900.0;1182004600.0;247681100.0;12819800.0;1715757200.0;407546400.0;77243900.0;216148600.0;256030500.0;0.0
2002-09;11.108830451965332;5.570764064788818;8.346158027648926;10.570086479187012;7.5939106941223145;13.71738338470459;4.30272102355957;36.708335876464844;33.13648986816406;16.702739715576172;1.5269999504089355;92368200.0;235740200.0;1253168200.0;308858000.0;13729200.0;1695705800.0;274517600.0;57825800.0;189286100.0;237509300.0;0.0
2002-10;12.192259788513184;4.809048652648926;10.395139694213867;11.549722671508789;7.441601276397705;16.768827438354492;4.70887565612793;35.22895812988281;36.08681869506836;17.624279022216797;1.4170000553131104;113969000.0;399858500.0;1881026700.0;372556800.0;22125000.0;2475370600.0;302560000.0;91345600.0;281372000.0;325718700.0;0.0
2002-11;15.029062271118164;6.547319412231445;12.546273231506348;14.255492210388184;7.960236549377441;18.089130401611328;4.468389511108398;37.19559097290039;36.32269287109375;18.221176147460938;1.2020000219345093;70786200.0;236067200.0;1250526600.0;243834500.0;13793000.0;1555997200.0;245716800.0;49414900.0;172707800.0;219486100.0;0.0
2002-12;13.77011775970459;5.350621223449707;9.365608215332031;13.592840194702148;7.762823581695557;16.213729858398438;4.4374566078186035;37.14299774169922;34.0381965637207;18.415109634399414;1.1820000410079956;64249200.0;186738200.0;1176184400.0;203658000.0;15556600.0;1268370200.0;267160800.0;43736900.0;172622000.0;245602600.0;0.0
2003-01;13.246051788330078;5.241306304931641;9.41973876953125;13.219032287597656;7.530102252960205;14.884020805358887;4.451662063598633;35.52374267578125;32.259456634521484;17.998746871948242;1.1480000019073486;77487200.0;181561300.0;1296861600.0;243213700.0;18592000.0;1718662200.0;209041600.0;51520900.0;177204400.0;268464500.0;0.0
2003-02;14.261432647705078;4.837340354919434;10.376154899597168;13.029817581176758;7.7754998207092285;14.86520004272461;4.6345648765563965;33.88090896606445;32.4349250793457;17.930233001708984;1.1749999523162842;73422000.0;138109200.0;972981900.0;168216300.0;13022200.0;1346970800.0;197583200.0;40375600.0;147045300.0;220545200.0;0.0
